,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
10,10,10,10,10,"Fully Furnished 2BR Unit (74 sqm) for Rent in The Grove - Tower A, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 63,000",Monthly,2,3.0,74.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,"Fully Furnished 1BR Unit (41 sqm) for Rent in The Grove - Tower F, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 35,000",Monthly,1,1.0,41.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 37,000",Monthly,1,1.0,43.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 51,000",Monthly,1,1.0,56.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,"Beautiful 3 BR at Alexandra Condominium - Ortigas, CBD","Ortigas CBD, Pasig",Metro Manila,Pasig,Ortigas CBD,"₱ 100,000",Monthly,3,3.0,180.0,Alexandra Condominium,4.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15,15,15,15,15,"2 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 75,000",Monthly,2,2.0,87.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,"Studio Unit (34 sqm) for Rent in The Grove - Tower D, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 25,000",Monthly,1,1.0,34.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,"Fully Furnished 1BR Unit (56 sqm) for Rent in The Grove - Tower D, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 48,000",Monthly,1,1.0,56.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,18,18,18,18,Ayala Land 2 Bedroom For Rent near Ortigas and BGC,"Capt. Henry Javier street, Pasig City Oranbo, Pasig",Metro Manila,Pasig,Oranbo,"₱ 65,000",Monthly,2,2.0,80.0,Portico,3.21,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0
19,19,19,19,19,"2 Bedroom Unit for Rent at The Grove Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 57,000",Monthly,2,2.0,67.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20,20,20,20,20,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 51,000",Monthly,1,1.0,56.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,"Fully Furnished 1-Bedroom Loft (3818) for Rent in Eton Emerald Lofts, Pasig City","Emerald Avenue cor. Garnet Road Ortigas CBD, Pasig",Metro Manila,Pasig,Ortigas CBD,"₱ 28,000",Monthly,1,1.0,34.0,Eton Emerald Lofts,4.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,22,22,22,22,Eton Emerald Lofts - Fully Furnished 1-Bedroom Loft (PH102) for Rent in Pasig,"Emerald Avenue cor. Garnet Road Ortigas CBD, Pasig",Metro Manila,Pasig,Ortigas CBD,"₱ 30,000",Monthly,1,1.0,38.0,Eton Emerald Lofts,4.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,23,23,23,23,"Furnished Studio Unit (32 sqm) for Rent in The Grove - Tower C, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 28,000",Monthly,1,1.0,32.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,24,24,24,24,"Studio Unit (21 sqm) for Rent in The Grove - Tower F, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 20,000",Monthly,1,1.0,21.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,25,25,1-BR Luxury Loft at Twin Oaks Place Ortigas CBD (Fully Furnished Hotel Style),"Ortigas (CBD) Central Business District, Shaw Boulevard, Pasig City, Metro Manila, Philippines Ortigas CBD, Pasig",Metro Manila,Pasig,Ortigas CBD,"₱ 58,000",Monthly,1,2.0,56.0,Twin Oaks Place,4.55,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0
26,26,26,26,26,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 50,000",Monthly,1,1.0,63.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,27,27,27,27,"2BR Unit (69 sqm) for Rent in The Vantage at Kapitolyo - West Tower, Pasig City","50 West Capitol Drive Kapitolyo, Pasig",Metro Manila,Pasig,Kapitolyo,"₱ 70,000",Monthly,2,2.0,69.0,The Vantage at Kapitolyo,3.86,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,28,28,28,28,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 35,000",Monthly,1,1.0,41.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,29,29,29,29,"For Rent: Fully Furnished 1-Bedroom Loft (PH531) in Eton Emerald Lofts, Pasig","Emerald Avenue cor. Garnet Road Ortigas CBD, Pasig",Metro Manila,Pasig,Ortigas CBD,"₱ 30,000",Monthly,1,1.0,33.0,Eton Emerald Lofts,4.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,30,30,30,30,"2 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 55,000",Monthly,2,2.0,74.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,31,31,31,31,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 38,000",Monthly,1,1.0,41.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,32,32,32,32,"Fully Furnished 1BR Unit (68 sqm) for Rent in The Grove - Tower C, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 58,000",Monthly,1,1.0,68.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,33,33,33,33,"Fully Furnished 1BR Unit (41 sqm) for Rent in The Grove - Tower E, Ugong, Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 35,000",Monthly,1,1.0,41.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,34,34,34,34,"3 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 105,000",Monthly,3,3.0,123.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,35,35,35,35,"1 Bedroom Unit (68 sqm) for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 58,000",Monthly,1,1.0,68.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,36,36,36,36,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 35,000",Monthly,1,1.0,41.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,37,37,37,37,"1 Bedroom Unit (63 sqm) for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 54,000",Monthly,1,1.0,63.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,38,38,38,38,"2 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 63,000",Monthly,2,3.0,74.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
39,39,39,39,39,"1 Bedroom Unit for Rent at The Grove, Ugong Pasig","Ugong, Pasig",Metro Manila,Pasig,Ugong,"₱ 40,000",Monthly,1,1.0,46.0,The Grove By Rockwell,4.26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
