,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
10,10,10,10,"20% Off! Central Park West: 2-Bedroom, Poolside Unit for rent in Taguig City","Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 70,000",Monthly,2,2.0,72.0,Central Park West,"4.22
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,11,11,11,"For lease: 1br West Tower, One Serendra","Philippines, Taguig City, Fort Bonifacio Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 75,000",Monthly,1,1.0,83.0,One Serendra,"4.22
out of 5",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
12,12,12,12,Brand new semi-furnished 2BR St. Moritz Private Estates BGC with view (76 sqm),"Le Grand Ave, Taguig, Metro Manila McKinley Hill, Taguig",Metro Manila,Taguig,McKinley Hill,"₱ 70,000",Monthly,2,2.0,76.0,St. Moritz Private Estate,"4.98
out of 5",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
13,13,13,13,"3 Bedroom Condo For Rent In BGC Taguig City, 146sqm, Bellagio Tower 3","Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 130,000",Monthly,3,2.0,146.0,The Bellagio,"4.22
out of 5",0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
14,14,14,14,3 Bedroom Condo Unit for Rent in BGC Taguig - Two Maridien,"Philippines, Taguig City, 26th St BGC Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 120,000",Monthly,3,3.0,128.0,Two Maridien,"4.22
out of 5",1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
15,15,15,15,"Blue Sapphire BGC: 2BR Garden for Rent, 180m2, FFurnished, 1 Parking, P90K/mo.","Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 90,000",Monthly,2,3.0,180.0,Blue Sapphire Residences,"4.22
out of 5",1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
16,16,16,16,1br For Lease in West Tower One Serendra (with internet),"Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 70,000",Monthly,1,1.0,86.0,One Serendra,"4.22
out of 5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
17,17,17,17,"Rush Pacific Plaza Towers BGC: 3BR For Rent, 303m2, Semi-Furnished, 2 Pkg, P180K","Philippines, Taguig City, Fort Bonifacio Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 180,000",Monthly,3,5.0,303.0,Pacific Plaza Towers,"4.22
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,18,18,18,"2-Bedroom Unit at Bellagio 2 for Rent, BGC","Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 90,000",Monthly,2,0.0,91.0,Bellagio Two,"4.22
out of 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,19,19,"3 Bedroom Condo For Rent In BGC Taguig City, 140sqm, Fort Palm Spring","Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 90,000",Monthly,3,3.0,140.0,Fort Palm Spring,"4.22
out of 5",0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
20,20,20,20,One Bedroom One Serendra For Rent,"Philippines, Taguig City, McKinley Park Rd Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 85,000",,1,1.0,82.0,One Serendra,"4.22
out of 5",1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0
21,21,21,21,"Rush! 2BR Garden in Bonifacio Ridge, 1st flr with balcony, Semi-Furn, Golf, 2Pkg","Philippines, Taguig City, Fort Bonifacio Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 100,000",Monthly,2,3.0,113.0,Bonifacio Ridge,"4.22
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,22,22,22,Corner 2BR Bellagio One BGC (97.5 sqm) w/ view of Manila Golf & Rockwell skyline,"1st Avenue, Bonifacio Global City Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 85,000",Monthly,2,2.0,97.5,Bellagio One,"4.22
out of 5",0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
23,23,23,23,"Grand Hamptons Tower 2: 3BR For Rent, 127.91m2, FF, Golf Course, 2P, P100K/mo.","Philippines, Taguig City, Bagumbayan, 1st Ave Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 100,000",Monthly,3,3.0,127.91,The Grand Hamptons,"4.22
out of 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,24,24,24,3BR 290sqm Essensa Unit For Rent,"Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 250,000",Monthly,3,3.5,290.0,Essensa East Forbes,"4.22
out of 5",0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,25,"One Maridien: 2BR For Rent, 93m2, FFurnished, facing High Street, Park, 1Parking","Philippines, Taguig City, Fort Bonifacio Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 80,000",Monthly,2,3.0,93.0,One Maridien,"4.22
out of 5",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,26,"Fully furnished studio in Icon Plaza, BGC","Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 30,000",Monthly,1,1.0,37.0,Icon Plaza,"4.22
out of 5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,27,27,27,For Lease: Two Maridien Studio Unit BGC,"Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 35,000",Monthly,1,1.0,37.0,Two Maridien,"4.22
out of 5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,28,Fully-Furnished 1 Bedroom Condo Unit for Rent in The Infinity Tower at BGC,"Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 45,000",Monthly,1,1.0,50.0,The Infinity BGC,"4.22
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,29,29,29,SMDC Grace Residences Taguig 1 bedroom condo for rent,"Ususan, Taguig",Metro Manila,Taguig,Ususan,"₱ 18,000",Monthly,1,1.0,22.31,Grace Residences,"4.86
out of 5",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,30,30,30,"One Serendra Mahogany, Three (3) Bedroom Unit for Rent in Taguig Ground Floor","One Serendra at Mahogany, Mckinley Parkway, Taguig Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 220,000",,3,3.0,167.0,0,"4.22
out of 5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
31,31,31,31,"1 Bedroom Condo For Rent In BGC Taguig City, 61sqm, Bellagio Tower 2","Philippines, National Capital Region, Fourth District NCR, 1200, Makati, Post Proper Northside, 2nd Ave Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 50,000",Monthly,1,1.0,61.0,The Bellagio,"4.22
out of 5",0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
32,32,32,32,"One Serendra West, 2 Bedroom for Rent, Fort Bonifacio, Taguig Ellen Pua Wong","Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 135,000",Monthly,2,2.0,130.0,One Serendra,"4.22
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,33,33,33,"Semi-furnished 2BR Penthouse for Lease in Fifth Avenue Place, BGC Taguig","5th Avenue corner, 21st Dr, Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 150,000",Monthly,2,0.0,173.0,Fifth Avenue Place,"4.22
out of 5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
34,34,34,34,"Clean and Well Lit 1 Bedroom at Tower 1, Trion Towers For Rent","8th Avenue corner, McKinley Pkwy, Taguig, 1630 Metro Manila McKinley Hill, Taguig",Metro Manila,Taguig,McKinley Hill,"₱ 30,000",Monthly,1,1.0,38.0,The Trion Towers,"4.98
out of 5",0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35,35,35,35,"1 Bedroom Unit of 60 sq mts for Rent at Icon Plaza, 5th Avenue, BGC, Taguig.","Icon Plaza, 5th Avenue, 25th Street corner Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 60,000",Monthly,1,1.0,60.0,Icon Plaza,"4.22
out of 5",1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,36,36,Furnished Residential Studio in Two Maridien BGC,"26th Street, Bonifacio Global City Fort Bonifacio, Taguig",Metro Manila,Taguig,Fort Bonifacio,"₱ 30,000",Monthly,1,1.0,38.0,Two Maridien,"4.22
out of 5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
37,37,37,37,Mckinley Garden Villas - Fully Furnished 3BR unit for rent in Taguig City,"Bonifacio Global City McKinley Hill, Taguig",Metro Manila,Taguig,McKinley Hill,"₱ 80,000",Monthly,3,2.0,135.0,Mckinley Hill Garden Villas,"4.98
out of 5",1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0
