,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
10,10,10,10,10,Admiral Baysuites -- Fully Furnished BIG 3BR with maid room in Malate for Boss,"Malate, Manila",Metro Manila,Manila,Malate,"₱ 100,000",Monthly,3,3,169.0,Admiral Baysuites,3.58,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
11,11,11,11,11,"Semi-furnished 1-Bedroom Unit (2516) for Rent in One Archer’s Place, Malate","Taft Avenue Malate, Manila",Metro Manila,Manila,Malate,"₱ 17,000",Monthly,1,1,25.0,One Archer’s Place,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,12,12,12,12,"Fully Furnished 1-Bedroom Unit (3006) for Rent in One Archer’s Place, Malate","Taft Avenue Malate, Manila",Metro Manila,Manila,Malate,"₱ 25,000",Monthly,1,1,30.8,One Archer’s Place,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,13,13,13,13,"Fully Furnished Studio Unit (2916) for Rent in One Archer’s Place, Malate Manila","Taft Avenue Malate, Manila",Metro Manila,Manila,Malate,"₱ 16,000",Monthly,1,1,25.0,One Archer’s Place,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,14,14,14,14,Fully Furnished 1-Bedroom Loft with Balcony for Rent in Eton Baypark Manila,"Kalaw Ave. cor. Roxas Blvd. Ermita, Manila",Metro Manila,Manila,Ermita,"₱ 75,000",Monthly,1,1,68.0,Eton Baypark Manila,3.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,15,15,15,15,"Fully Furnished Studio Unit for Rent in 8 Adriatico, Ermita, Manila","Padre Faura cor. Bocobo Streets Ermita, Manila",Metro Manila,Manila,Ermita,"₱ 35,000",Monthly,1,1,33.0,8 Adriatico,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,16,16,16,16,One Archer’s Place - Fully Furnished 1-Bedroom Unit (806) for Rent in Malate,"Taft Avenue Malate, Manila",Metro Manila,Manila,Malate,"₱ 25,000",Monthly,1,1,30.0,One Archer’s Place,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,17,17,17,17,"Semi-furnished Studio Unit (3028) for Rent in One Archer’s Place, Malate Manila","Taft Avenue Malate, Manila",Metro Manila,Manila,Malate,"₱ 17,000",Monthly,1,1,22.0,One Archer’s Place,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,18,18,18,18,"For Rent: Fully Furnished 1-Bedroom Unit (2026) in One Archer’s Place, Malate","Philippines, Manila, Barangay 709, Taft Ave Malate, Manila",Metro Manila,Manila,Malate,"₱ 18,000",Monthly,1,1,22.0,One Archer’s Place,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,19,19,19,19,Eton Baypark Manila - Fully Furnished Studio Unit (16F) for Rent,"Kalaw Ave. cor. Roxas Blvd. Ermita, Manila",Metro Manila,Manila,Ermita,"₱ 39,000",Monthly,1,1,38.0,Eton Baypark Manila,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,20,20,20,20,Fully Furnished Studio Unit (10B) for Rent in Eton Baypark Manila,"Kalaw Ave. cor. Roxas Blvd. Ermita, Manila",Metro Manila,Manila,Ermita,"₱ 30,000",Monthly,1,1,38.0,Eton Baypark Manila,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,21,21,21,21,2 Bedroom Condominium. Grand Towers Manila,"790 Pablo, Ocampo St, Malate, Manila, 1004 Metro Manila Malate, Manila",Metro Manila,Manila,Malate,"₱ 16,000",Monthly,2,1,35.0,The Grand Towers Manila,3.58,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,22,22,Accessible 2 Bedroom Condominium in Manila,"Malate, Manila",Metro Manila,Manila,Malate,"₱ 25,000",Monthly,2,1,30.0,Adriatico Gardens,3.58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,23,23,23,23,10K/month Semi Furnished Studio in front of UST Medical School,"Dapitan St. corner Santander St. Sampaloc, Manila City Sampaloc, Manila",Metro Manila,Manila,Sampaloc,"₱ 10,000",Monthly,1,1,19.0,Pacific Grand,4.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,24,24,24,24,D' University Place Condo for Rent in La Salle Taft and St. Benilde Malate,"Malate, Manila",Metro Manila,Manila,Malate,"₱ 11,000",Monthly,1,1,18.0,D’University Place,3.58,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,25,25,25,25,"Robinsons Adriatico, Ermita, Manila; Studio (Rent, 20k), Nr UP, PGH semi Furn","Ermita, Manila",Metro Manila,Manila,Ermita,"₱ 20,000",Monthly,1,1,40.0,Two Adriatico Residences,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
26,26,26,26,26,Classy 38 sqm condo next to Robinson Malate at Midland Plaza Building,"M. Adriatico street Ermita, Manila",Metro Manila,Manila,Ermita,"₱ 18,500",Monthly,1,1,38.0,The Midland Plaza,3.7,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,27,27,27,27,"Empire Plaza condominium, 1bedroom for rent","Masangkay st, sta cruz mla Santa Cruz, Manila",Metro Manila,Manila,Santa Cruz,"₱ 15,000",Monthly,1,1,48.0,Empire plaza condominium,3.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,28,28,28,28,Condo for Rent in Manila Malate near La Salle St Benilde LRT Vito Cruz,"Leon Guinto corner Estrada Street, Malate, Manila Malate, Manila",Metro Manila,Manila,Malate,"₱ 12,000",Monthly,1,1,25.0,Providence Tower,3.58,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,29,29,29,Fully furnished Studio Unit at Green Residences,"2241 Taft Ave. Zone 78 Dist V Barangayy 7099 Taft, Manila",Metro Manila,Manila,Taft,"₱ 12,000",Monthly,1,1,16.0,Green Residences,4.51,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,30,30,Newly renovated 3BR condominium along Roxas blvd for Rent-with a beautiful view,"Unit 7-V, Legaspi Towers 300, Roxas boulevard corner Pablo Ocampo, Malate, Manila Malate, Manila",Metro Manila,Manila,Malate,"₱ 30,000",Monthly,3,3,140.0,Legaspi Towers 300,3.58,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
31,31,31,31,31,2-Bedroom Unit for Rent at Baywatch Tower,"2057 M.H. Del Pilar St., Malate, Metro Manila Malate, Manila",Metro Manila,Manila,Malate,"₱ 35,000",Monthly,2,2,68.29,Baywatch Tower,3.58,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,32,32,32,32,Studio Unit for Rent | D’ University Place Taft Manila,"D’ University Place Leon Guinto St. Malate, Manila Malate, Manila",Metro Manila,Manila,Malate,"₱ 13,000",Monthly,1,1,26.0,D’ University Place,3.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,33,33,33,33,Studio condo 18sqm for rent in front of La Salle Taft near LRt1,"2310 Taft Avenue Taft, Manila",Metro Manila,Manila,Taft,"₱ 9,500",Monthly,1,1,18.0,The Manila Residences tower 2,4.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
34,34,34,34,34,Semi-furnished Studio Type Unit for Rent in Manila Residences Bocobo,"Ermita, Manila",Metro Manila,Manila,Ermita,"₱ 13,500",Monthly,1,1,23.19,Manila Residences Bocobo,3.7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
35,35,35,35,35,BIG PRICE DROP SM Green Residences. New. Fully Furnished Studio. La Salle Taft,"2241 Taft Avenue, Manila, NCR, Philippines Taft, Manila",Metro Manila,Manila,Taft,"₱ 12,000",Monthly,1,1,16.0,Green Residences,4.51,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
36,36,36,36,36,1 bedroom semi furnished with seaview,"Malate, Manila",Metro Manila,Manila,Malate,"₱ 13,000",Monthly,1,1,27.0,Cityland Vito Cruz Towers,3.58,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37,37,37,37,37,"2 Bedroom For Rent at Manila, Metro Manila in Adriatico Gardens","Malate, Manila",Metro Manila,Manila,Malate,"₱ 20,000",,2,1,30.0,Adriatico Gardens,3.58,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
38,38,38,38,38,1 bedroom condo unit for rent,"1716 M. H. Del Pilar St, Malate, Manila, 1004 Metro Manila Malate, Manila",Metro Manila,Manila,Malate,"₱ 20,000",Monthly,1,1,47.0,Alpha Grandview Condominium,3.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,39,39,39,39,"2 Bedroom Condo Unit with Balcony for Rent at Malate, Manila (Negotiable)","1781 M. Adriatico St, Malate, Manila, 1004 Metro Manila Malate, Manila",Metro Manila,Manila,Malate,"₱ 35,000",Monthly,2,2,57.0,Malate Bayview Mansion,3.58,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
